Describe the __ of __ the drug __.,Masked Position 9,resistant,0.0057
Describe the __ of __ the drug __.,Masked Position 9,addict,0.0055
Describe the __ of __ the drug __.,Masked Position 9,effectively,0.0053
Describe the __ of __ the drug __.,Masked Position 9,is,0.0053
Describe the __ of __ the drug __.,Masked Position 9,in,0.0052
Describe the __ of __ the drug __.,Masked Position 9,treatment,0.0051
Describe the __ of __ the drug __.,Masked Position 9,works,0.0049
Describe the __ of __ the drug __.,Masked Position 9,heroin,0.0049
Describe the __ of __ the drug __.,Masked Position 9,drug,0.0047
Describe the __ of __ the drug __.,Masked Position 9,dosage,0.0045
Describe the __ of __ the drug __.,Masked Position 9,antidote,0.0044
Describe the __ of __ the drug __.,Masked Position 9,first,0.0043
Describe the __ of __ the drug __.,Masked Position 9,effective,0.0042
Describe the __ of __ the drug __.,Masked Position 9,alone,0.0041
Describe the __ of __ the drug __.,Masked Position 9,delivery,0.0039
Describe the __ of __ the drug __.,Masked Position 9,cocaine,0.0039
Describe the __ of __ the drug __.,Masked Position 9,regimen,0.0038
Describe the __ of __ the drug __.,Masked Position 9,involved,0.0037
Describe the __ of __ the drug __.,Masked Position 9,agent,0.0037
Describe the __ of __ the drug __.,Masked Position 9,program,0.0036
Describe the __ of __ the drug __.,Masked Position 9,was,0.0035
Describe the __ of __ the drug __.,Masked Position 9,illegal,0.0035
Describe the __ of __ the drug __.,Masked Position 9,changed,0.0034
Describe the __ of __ the drug __.,Masked Position 9,killer,0.0034
Describe the __ of __ the drug __.,Masked Position 9,maker,0.0033
Describe the __ of __ the drug __.,Masked Position 9,directly,0.0033
Describe the __ of __ the drug __.,Masked Position 9,free,0.0033
Describe the __ of __ the drug __.,Masked Position 9,molecule,0.0032
Describe the __ of __ the drug __.,Masked Position 9,LSD,0.0032
Describe the __ of __ the drug __.,Masked Position 9,substance,0.0031
